"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","individualCount","relatedCatalogItem"
"479","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","6018",NA,"Plantae",NA,NA,"Araceae","Thaumatophyllum","stenolobum","Thaumatophyllum stenolobum",NA,"L.S.B. Calazans/V-2018",NA,"J. M. L. Gomes; et al","1183","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Trepadeira no alto de árvore a ca. De 10m. Estéril.","MBML006018","MBML006018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2018-06-13 14:43:39-03","MBML","MBML-HERBARIO","6021",NA,"Plantae",NA,NA,"Araceae","Thaumatophyllum","stenolobum","Thaumatophyllum stenolobum",NA,"L.S.B. Calazans/V-2018",NA,"H. Q. Boudet Fernandes; et al","2963","1990","05","28",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Estéril.","MBML006021","MBML006021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2017-09-14 11:52:03-03","MBML","MBML-HERBARIO","5947",NA,"Plantae",NA,NA,"Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta",NA,"H. VD Wes nov 1990",NA,"H. Q. Boudet Fernandes; et al","2990","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Erva, rizoma subterrâneo, comprimento da fronde 1,9m, raque 1m. Esporângios castanhos.","MBML005947","MBML005947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","5953",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","corymbosa","Tibouchina corymbosa",NA,"P.J.F. Guimarães/2007",NA,"J. M. L. Gomes; et al","1140","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto 4m de altura, flor roxa.","MBML005953","MBML005953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","5937",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"P.J.F. Guimarães/2007",NA,"H. Q. Boudet Fernandes; et al","2925","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto com 2m de altura. Flores roxas.","MBML005937","MBML005937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-02-19 14:10:08-03","MBML","MBML-HERBARIO","5946",NA,"Plantae",NA,NA,"Melastomataceae","Tibouchina","heteromalla","Tibouchina heteromalla",NA,"R. Goldenberg/03-05-2005",NA,"H. Q. Boudet Fernandes; et al","2988","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto 2,5m de altura, flores roxas, folha discolor com face inferior verde clara.","MBML005946","MBML005946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","5959",NA,"Plantae",NA,NA,"Tiliaceae","Triumfetta",NA,"Triumfetta",NA,NA,NA,"J. M. L. Gomes; et al","1148","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto 4m de altura, estames amarelos.","MBML005959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2017-09-14 11:52:04-03","MBML","MBML-HERBARIO","5988",NA,"Plantae",NA,NA,"Tiliaceae","Triumfetta",NA,"Triumfetta",NA,NA,NA,"J. M. L. Gomes; et al","1201","1990","06","01",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Sub arbusto 40cm de altura, frutos verdes.","MBML005988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2017-09-14 11:47:31-03","MBML","MBML-HERBARIO","5983",NA,"Plantae",NA,NA,"Malvaceae","Urena","lobata","Urena lobata",NA,"J. M. L. Gomes/1990",NA,"J. M. L. Gomes; et al","1160","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Sub arbusto, 1,5m de altura, flor rosa.","MBML005983","MBML005983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2017-09-14 11:52:09-03","MBML","MBML-HERBARIO","5910",NA,"Plantae",NA,NA,"Urticaceae","Urera","mitis","Urera mitis",NA,"J. P. P. Carauta/Set.1993",NA,"J. M. L. Gomes; et al","1159","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto 4m de altura, frutos alaranjados.","MBML005910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2018-03-14 14:29:56-03","MBML","MBML-HERBARIO","25148",NA,"Plantae",NA,NA,"Lentibulariaceae","Utricularia","nelumbifolia","Utricularia nelumbifolia",NA,"A. P. Fontana/13-06-2005",NA,"A. P. Fontana; et al","1427","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","Lombardia","-40.369444","-19.831944","40W22'10","19S49'55",NA,"Dentro de BROMELIACEAE(Alcantharea), folhas verdes, flores lilás com duas listras roxas.","MBML025148","MBML025148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2018-03-14 14:29:46-03","MBML","MBML-HERBARIO","25152",NA,"Plantae",NA,NA,"Gesneriaceae","Vanhouttea","calcarata","Vanhouttea calcarata",NA,"A. P. Fontana/13-06-2005",NA,"A. P. Fontana; et al","1421","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","Lombardia","-40.369444","-19.831944","40W22'10","19S49'55",NA,"Arbusto 1,5m, flores vermelhas.","MBML025152","MBML025152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2017-09-14 11:46:05-03","MBML","MBML-HERBARIO","40235",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis",NA,"L.C. Marinho/2014",NA,"A. P. Fontana; K.A. Brahim & S.L. Machado","2808","2007","02","07",NA,"Brasil","Espírito Santo","Ibiraçu","APA Goiapaba-açu. Piabas, prop. de Francisco Tófoli. Floresta Ombrófila Densa, mata de encosta.","-40.478889","-19.865833","40W28'44","19S51'57",NA,"Arbusto ca 2m. Folhas discolores. Flores brancas com listras vermelhas","MBML040235","MBML040235","689","689",NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2017-09-14 11:45:59-03","MBML","MBML-HERBARIO","5943",NA,"Plantae",NA,NA,"Guttiferae","Vismia","brasiliensis","Vismia brasiliensis",NA,NA,NA,"H. Q. Boudet Fernandes; et al","2922","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Arbusto 3m de altura, com látex vermelho. Frutos verdes.","MBML005943","MBML005943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2017-09-14 11:43:40-03","MBML","MBML-HERBARIO","5969",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","ensiformis","Vriesea ensiformis",NA,"T.S. Coser & T. Wendt/30-08-2008",NA,"J. M. L. Gomes; et al","1186","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Epífita, a baixa altura, ca. 3m do solo, inflorescência ereta, pouco recurvada, com eixo vermelho e brácteas vermelhas com a metade inferior verde clara.","MBML005969","MBML005969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2017-09-14 11:41:42-03","MBML","MBML-HERBARIO","5889",NA,"Plantae",NA,NA,"Annonaceae","Xylopia","frutescens","Xylopia frutescens",NA,"J.C. Lopes/2011",NA,"H. Q. Boudet Fernandes; et al","2943","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Sub arbusto 1m de altura, estéril.","MBML005889","MBML005889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2017-09-14 11:42:57-03","MBML","MBML-HERBARIO","5992",NA,"Plantae",NA,NA,"Bignoniaceae","Zeyheria","tuberculosa","Zeyheria tuberculosa",NA,"H. Q. Boudet Fernandes/1990",NA,"J. M. L. Gomes; et al","1195","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","-40.376944","-19.889444","40W22'37","19S53'22",NA,"Camará-uçu árvore ca. 12m de altura, DAP ca. 40cm, casca bastante fissurada. Estéril.","MBML005992","MBML005992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2017-09-14 11:52:17-03","MBML","MBML-HERBARIO","40244",NA,"Plantae",NA,NA,"Zingiberaceae",NA,NA,NA,NA,NA,NA,"A. P. Fontana; K.A. Brahim & S.L. Machado","2788","2007","02","07",NA,"Brasil","Espírito Santo","Ibiraçu","APA Goiapaba-açu. Piabas, prop. de Francisco Tófoli. Floresta Ombrófila Densa, mata de encosta.","-40.478889","-19.865833","40W28'44","19S51'57",NA,"Terrestre, na sombra. Frutos verdes","MBML040244",NA,"689","689",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2018-03-14 14:30:26-03","MBML","MBML-HERBARIO","25217",NA,"Plantae",NA,NA,"Orchidaceae","Zygopetalum","maculatum","Zygopetalum maculatum",NA,"T.E.C. Meneguzzo/2017",NA,"A. P. Fontana; et al","1426","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","(divisa c/ Sta. Teresa) Lombardia","-40.369444","-19.831944","40W22'10","19S49'55",NA,"Terrestre, flores com pétalas verdes maculadas de marrom e labelo branco com pintas roxas.","MBML025217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2017-09-14 11:44:23-03","MBML","MBML-HERBARIO","43600",NA,"Plantae",NA,NA,"Compositae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum",NA,"A.M. Teles/VIII-2015",NA,"H. Q. Boudet Fernandes; J.M.L. Gomes & A.L. Martins","2993","1990","05",NA,NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecol. do Morro da Vargem - Floresta Atlântica","-40.369701385498","-19.8318996429443",NA,NA,NA,"N.V.: camara. Arbusto de 2m alt., capítulos amarelos, aromáticos","MBML043600","MBML043600","300","300","13709","auto",NA,NA,NA,NA,NA,NA,NA
"499","2017-09-14 11:44:14-03","MBML","MBML-HERBARIO","43666",NA,"Plantae",NA,NA,"Compositae","Baccharis","dracunculifolia","Baccharis dracunculifolia",NA,"R.R. Rodrigues & H.Q.B. Fernandes/1990",NA,"H. Q. Boudet Fernandes; J.M.L. Gomes & A.L. Martins","2994","1990","05",NA,NA,"Brasil","Espírito Santo","Ibiraçu","Est. Ecológica Morro da Vargem. Floresta Atlântica. Área de vegetação secundária (regeneração natural/Capoeira baixa)","-40.369701385498","-19.8318996429443",NA,NA,NA,"N.V.: alecrim-de-campo, arbusto de 2m alt., capítulos amarelados","MBML043666","MBML043666","300","300","13709","auto",NA,NA,NA,NA,NA,NA,NA
"500","2019-12-17 11:12:14-03","UFBA-IMS","HVC","4677","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Struthanthus","marginatus","Struthanthus marginatus","(Desr.) Blume","Sugiyama,M.","1994","J.M.L.Gomes; H.Q.Boudet","1161","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Varzea e arredores.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Frutos amarelos Habitat: Arbustiva Habito: parasita","HVC00004677",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"501","2020-01-31 11:24:00-03","CVRD","CVRD","4397","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Triplaris","americana","Triplaris americana","L.","Efigênia Melo","2003","Souza, V.D.","491","1993","04","20","América do Sul","BRASIL","ES","Ibiraçu","Árvore plantada próximo à ferrovia Pedro Palácio","-40.369701385498","-19.8318996429443",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau formiga","CVRD004397",NA,NA,NA,"13709","auto","05","14",NA,NA,"Magnoliopsida",NA,NA
"502","2020-01-31 11:23:54-03","CVRD","CVRD","14916","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Stifftia","chrysantha","Stifftia chrysantha","J.C. Mikan","Milton Groppo","2014","Siqueira, G.S.","957","2014","04","18","América do Sul","BRASIL","ES","Ibiraçu","coleta determinada via DETWEB","-40.369701385498","-19.8318996429443",NA,NA,NA,"<ll>dwc_commonname:</ll> Rabo de Cotia","CVRD014916",NA,NA,NA,"13709","auto","04","19",NA,NA,"Magnoliopsida",NA,NA
"503","2020-01-31 11:25:41-03","CVRD","CVRD","4082","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Domingos A. Folli","1992","Folli, D.A.","1737","1992","11","17","América do Sul","BRASIL","ES","Ibiraçu","Próximo a BR.101, próximo a cidade - Ibiraçu - ES.","-40.369701385498","-19.8318996429443",NA,NA,NA,"<ll>dwc_commonname:</ll> Fumo branco","CVRD004082",NA,NA,NA,"13709","auto","11","17",NA,NA,"Magnoliopsida",NA,NA
"504","2018-10-26 11:59:58-03","Cenargen","CEN","71905","S","Plantae",NA,NA,"Ochnaceae","Ouratea","aff. grandifolia","Ouratea aff. grandifolia","(Planch.) Engl.","R. G. Chacon",NA,"A. P. Fontana - MBML","2789","2007","02","07",NA,"Brasil","ES","IBIRACU","Goiapaba-açu. Piabas, propiedade de Francisco Tófoli.","-40.478611","-19.865833","-40,478611","-19,865833","Exsicatas","Mata de encosta. Doação do Jardim Botânico do Rio de Janeiro- RB 481229.","CEN00071905","CEN00071905","689","689",NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-07-24 16:06:59-03","SMITHSONIAN","US","3192288","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","pyrifolia","Miconia pyrifolia","Naudin",NA,NA,"H. Q. Boudet Fernandes, J. M. Gomes, A. Martins & et al.",NA,"1990","05","27","South America - Neotropics","Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem. Trilha do bananal (ramo do mirante 1)","-40.38","-19.88","-40.38","-19.88",NA,"<a href=http://n2t.net/ark:/65665/37a45efac-90a5-452d-9e1b-55efb6aef6b6 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"300","470",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"506","2019-07-24 16:21:13-03","SMITHSONIAN","US","3320774","PreservedSpecimen","Plantae",NA,"Sapindales","Sapindaceae","Serjania","clematidifolia","Serjania clematidifolia","Cambess.","Ferrucci, M. S.",NA,"G. Hatschbach",NA,"1983","08","05","South America - Neotropics","Brazil","Espírito Santo","Ibiraçu","Rod. Rio-Salvador","-40.369701385498","-19.8318996429443",NA,NA,NA,"<a href=http://n2t.net/ark:/65665/38e535dd8-3b5b-4a01-955e-f9309436061d target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"13709","auto",NA,NA,NA,NA,"Dicotyledonae",NA,NA
"507","2019-07-24 16:06:33-03","SMITHSONIAN","US","3192284","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"J. M. Gomes, H. Fernandes, A. Martins & et al.","1147","1990","05","27","South America - Neotropics","Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem. Trilha do Bananal (ramo da do mirante 1)","-40.38","-19.88","-40.38","-19.88",NA,"<a href=http://n2t.net/ark:/65665/3a46607fa-69c2-435a-90b0-f174ddd87d30 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"508","2019-07-24 16:06:45-03","SMITHSONIAN","US","3192287","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","hypoleuca","Miconia hypoleuca","(Benth.) Triana",NA,NA,"H. Q. Boudet Fernandes et al.","2944","1990","05","27","South America - Neotropics","Brazil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem. Floresta Atlantica.","-40.38","-19.88","-40.38","-19.88",NA,"<a href=http://n2t.net/ark:/65665/35c254992-5b07-4f07-8dd7-c8aa9cc6b203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"300","470",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA
"509","2019-11-13 11:32:43-03","USP","SPF","113404","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lantana","undulata","Lantana undulata","Schrank","Silva, TRS","1999","Boudet-Fernandes, HQ","2939","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Mosteiro Zen Morro da Vargem","-40.383333","-19.883333","-40.383333","-19.883333",NA,NA,"SPF00113404","SPF00113404","300","470",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-13 11:24:58-03","USP","SPF","122676","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","multiflora","Pavonia multiflora","A.St.-Hil.","Esteves, GL","1996","Gomes, JML","1180","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem. Trilha do mirante 2.","-40.383333","-19.883333","-40.383333","-19.883333",NA,NA,"SPF00122676",NA,"300","470",NA,NA,"11",NA,NA,NA,NA,NA,NA
"511","2019-11-13 11:33:02-03","USP","SPF","38249","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","serroniana","Cissus serroniana","(Glaz.) Lombardi","Lombardi, JA","2014","Pirani, JR","1102","1985","01","12",NA,"Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"SPF00038249",NA,NA,NA,"13709","auto","09",NA,NA,NA,NA,NA,NA
"512","2019-11-13 11:28:16-03","USP","SPF","38243","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Ottonia",NA,"Ottonia","Spreng.",NA,NA,"Pirani, JR","1096","1985","01","12",NA,"Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"SPF00038243","SPF00038243",NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"513","2019-11-13 11:13:44-03","USP","SPF","72396","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","grazielae","Aphelandra grazielae","Profice","Kameyama, C","1991","Boudet-Fernandes, HQ","2930","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen-Budista.&nf;Habitat: Mata Atlântica","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"SPF00072396","SPF00072396",NA,NA,"13709","auto","01","07",NA,"isotype",NA,NA,NA
"514","2019-11-13 11:13:44-03","USP","SPF","118889","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","grazielae","Aphelandra grazielae","Profice","Kameyama, C","1991","Boudet-Fernandes, HQ","2930","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Mosteiro Zen-Budista.&nf;Habitat: Mata Atlântica","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"SPF00118889",NA,NA,NA,"13709","auto","01","07",NA,"isotype",NA,NA,NA
"515","2019-11-13 11:30:47-03","USP","SPF","70160","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Dictyoloma","vandellianum","Dictyoloma vandellianum","A.Juss.","Pirani, JR","1991","Boudet-Fernandes, HQ","2937","1990","05","27",NA,"Brasil","Espírito Santo","Ibiraçu","Reserva Particular do Patrimônio Natural Morro do Vargem. Mata Atlântica. Floresta alterada, em recuperação.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"SPF00070160",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA,NA
"516","2019-10-07 09:15:56-03","UEFS","HUEFS","231093","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke",NA,NA,"Fernandes, H.Q.B.","2981","1990","05","29",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica do Morro da Vargem.","-40.383333","-19.883333","40W23'","19S53'",NA,"Floresta Atlântica. Vegetação arbustiva, margem direita.","HUEFS0231093","HUEFS0231093","300","470",NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA
"517","2019-10-07 09:26:15-03","UEFS","HUEFS","197088","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","P.G.Ribeiro & L.P.Queiroz","2017","Fernandes, H.Q.B.","2926","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu",NA,"-40","-20","40W","20S",NA,NA,"HUEFS0197088",NA,NA,NA,NA,NA,"04",NA,NA,NA,"Rosanae",NA,NA
"518","2019-10-07 09:26:15-03","UEFS","HUEFS","204386","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Piptadenia","adiantoides","Piptadenia adiantoides","(Spreng.) J.F.Macbr.","P.G.Ribeiro & L.P.Queiroz","2017","Fernandes, H.Q.B.","2926","1990","05","26",NA,"Brasil","Espírito Santo","Ibiraçu","Estação do Morro da Vargem. Floresta Atlantica. Trilha do mirante 1.","-40.383333","-19.883333","40W23'","19S53'",NA,"Capoeira baixa.","HUEFS0204386",NA,"300","470",NA,NA,"04",NA,NA,NA,"Rosanae",NA,NA
"519","2019-10-07 09:30:02-03","UEFS","HUEFS","245105","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Moquilea","salzmannii","Moquilea salzmannii","Hook.f.",NA,NA,"Gomes, J.M.L.","1202","1990","06","05",NA,"Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"HUEFS0245105","HUEFS0245105",NA,NA,"13709","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"520","2019-10-07 09:30:02-03","UEFS","HUEFS","246208","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Licania","salzmannii","Licania salzmannii","(Hook.f.) Fritsch",NA,NA,"Fernandes, H.Q.B.","2995","1990","06","05",NA,"Brasil","Espírito Santo","Ibiraçu","Arredores de Pedro Palácios, perto da bifurcação que dá acesso ao Morro da Vargem.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"HUEFS0246208",NA,NA,NA,"13709","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"521","2019-10-07 09:20:06-03","UEFS","HUEFS","187218","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Pabstiella","decurva","Pabstiella decurva","Luer & Toscano",NA,NA,"Brito, A.T.","1470","1997","04","14",NA,"Brasil","Espírito Santo","Ibiraçu","Collected and cultivated by Roberto Kautsky at Domingos Martins, flowered in cultivation.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"HUEFS0187218","HUEFS0187218",NA,NA,"13709","auto",NA,NA,NA,"Holótipo","Lilianae",NA,NA
"522","2019-10-07 09:21:48-03","UEFS","HUEFS","237012","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Chusquea","ramosissima","Chusquea ramosissima","Lindm.","E.M.Pianissola","2019","Gomes, J.M.L.","1181","1990","05","31",NA,"Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Varges, trilha do Mirante II.","-40.369701385498","-19.8318996429443",NA,NA,NA,"Vegetação primária pouco alterada.","HUEFS0237012","HUEFS0237012 HUEFS0237012_e1",NA,NA,"13709","auto","05",NA,NA,NA,"Lilianae",NA,NA
"523","2019-10-07 09:29:41-03","UEFS","HUEFS","145021","PreservedSpecimen","Plantae","Angiospermae","Fabales","Polygalaceae","Bredemeyera","hebeclada","Bredemeyera hebeclada","(DC.) J.F.B.Pastore","J.F.B.Pastore","2010","Kollmann, L.","7742","2005","05","06",NA,"Brasil","Espírito Santo","Ibiraçu","Lombardia, divisa Sta. Teresa/Ibiraçu. Pedra, terreno de Ilário Sfalcine.","-40.369701385498","-19.8318996429443",NA,NA,NA,NA,"HUEFS0145021","HUEFS0145021",NA,NA,"13709","auto","09",NA,NA,NA,"Rosanae",NA,NA
